depthwise--target: llvm -target=arm64-linux-android, dtype: float32, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0066284582
[14:35:12] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:12] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 128, 14, 14], filter_shape: [128, 128, 3, 3] -> 0.0088628958
[14:35:13] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:13] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 256, 14, 14], filter_shape: [256, 256, 3, 3] -> 0.0367299584
 q[14:35:14] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:14] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
 qstandard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 512, 14, 14], filter_shape: [512, 512, 3, 3] -> 0.189816552
[14:35:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:16] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 64, 26, 26], filter_shape: [64, 64, 3, 3] -> 0.0147189896
[14:35:17] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:17] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 128, 26, 26], filter_shape: [128, 128, 3, 3] -> 0.056038302
[14:35:19] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:19] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 256, 26, 26], filter_shape: [256, 256, 3, 3] -> 0.2490160832
[14:35:22] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:22] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 512, 26, 26], filter_shape: [512, 512, 3, 3] -> 0.9625101976
[14:35:29] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:29] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 64, 52, 52], filter_shape: [64, 64, 3, 3] -> 0.0677913958
[14:35:31] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:31] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 128, 52, 52], filter_shape: [128, 128, 3, 3] -> 0.2889333956
[14:35:35] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:35] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 256, 52, 52], filter_shape: [256, 256, 3, 3] -> 1.0862557912
[14:35:45] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:35:45] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 512, 52, 52], filter_shape: [512, 512, 3, 3] -> 3.4471544882
[14:36:10] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:36:10] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 64, 104, 104], filter_shape: [64, 64, 3, 3] -> 0.2763295728
[14:36:14] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:36:14] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 128, 104, 104], filter_shape: [128, 128, 3, 3] -> 1.0954060308
[14:36:24] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:36:24] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 256, 104, 104], filter_shape: [256, 256, 3, 3] -> 3.2037233426
[14:36:51] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
[14:36:51] /Users/kerenzhou/Codes/tvm/src/pass/vectorize_loop.cc:303: Detect vector condition in Vectorized Loop, scalarizing...
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NCHW, input_shape: [1, 512, 104, 104], filter_shape: [512, 512, 3, 3] -> 11.2221284854
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 64], filter_shape: [3, 3, 64, 64] -> 0.0002138646
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 128], filter_shape: [3, 3, 128, 128] -> 0.0004423646
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 256], filter_shape: [3, 3, 256, 256] -> 0.0026240728
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 512], filter_shape: [3, 3, 512, 512] -> 0.0111254792
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 64], filter_shape: [3, 3, 64, 64] -> 0.000442698
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 128], filter_shape: [3, 3, 128, 128] -> 0.0019278436
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 256], filter_shape: [3, 3, 256, 256] -> 0.0099883022
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 512], filter_shape: [3, 3, 512, 512] -> 0.0438577082
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 64], filter_shape: [3, 3, 64, 64] -> 0.0018702604
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 128], filter_shape: [3, 3, 128, 128] -> 0.007558625
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 256], filter_shape: [3, 3, 256, 256] -> 0.0379804376
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 512], filter_shape: [3, 3, 512, 512] -> 0.1975254896
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 64], filter_shape: [3, 3, 64, 64] -> 0.0081964376
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 128], filter_shape: [3, 3, 128, 128] -> 0.0299892292
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 256], filter_shape: [3, 3, 256, 256] -> 0.1565829582
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 512], filter_shape: [3, 3, 512, 512] -> 0.7740190518
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [14, 14, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [14, 14, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: llvm -target=arm64-linux-android, dtype: int8, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 14, 14], filter_shape: [64, 64, 3, 3] -> 0.0039989688
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 14, 14], filter_shape: [128, 128, 3, 3] -> 0.00393725
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 14, 14], filter_shape: [256, 256, 3, 3] -> 0.0232228646
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 14, 14], filter_shape: [512, 512, 3, 3] -> 0.0647339792
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 26, 26], filter_shape: [64, 64, 3, 3] -> 0.0092738438
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 26, 26], filter_shape: [128, 128, 3, 3] -> failed
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 26, 26], filter_shape: [256, 256, 3, 3] -> 0.074261427
^Cstandard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 26, 26], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 52, 52], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 52, 52], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 52, 52], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 52, 52], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 64, 104, 104], filter_shape: [64, 64, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 128, 104, 104], filter_shape: [128, 128, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 256, 104, 104], filter_shape: [256, 256, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NCHW, input_shape: [1, 512, 104, 104], filter_shape: [512, 512, 3, 3] -> run skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 14, 14, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 26, 26, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 52, 52, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 64], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 128], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 256], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: NHWC, input_shape: [1, 104, 104, 512], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [14, 14, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [26, 26, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [52, 52, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 64, 1], filter_shape: [3, 3, 64, 64] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 128, 1], filter_shape: [3, 3, 128, 128] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 256, 1], filter_shape: [3, 3, 256, 256] -> schedule skip
standard--target: opencl, dtype: int8, layout: HWCN, input_shape: [104, 104, 512, 1], filter_shape: [3, 3, 512, 512] -> schedule skip
